Phi,V,DV,DDV
0.0,-2.999782551175364,0.0009122916102541865,-2.999567516137463
0.002723908199402575,-2.999791204900699,-0.007270047342912001,-3.0080528243307216
0.00544781639880515,-2.9998221767718776,-0.01547410109174322,-3.0155174176365143
0.008171724598207725,-2.999875522196451,-0.02369713909876127,-3.0219979916661974
0.0108956327976103,-2.9999512892813507,-0.03193653184842875,-3.0275320166871227
0.013619540997012874,-3.000049519110864,-0.04018975288917486,-3.0321576878066723
0.01634344919641545,-3.000170246030008,-0.04845438074103494,-3.0359138761151683
0.019067357395818024,-3.0003134979329067,-0.05672810067144857,-3.0388400807152496
0.0217912655952206,-3.000479296555832,-0.06500870634148027,-3.0409763815462028
0.024515173794623174,-3.0006676577745592,-0.07329410132451093,-3.0423633928925136
0.02723908199402575,-3.0008785919056766,-0.08158230049906635,-3.0430422174485776
0.029962990193428324,-3.001112104011532,-0.08987143131713042,-3.0430544007947713
0.0326868983928309,-3.001368194208457,-0.09815973494882356,-3.0424418861258262
0.035410806592233474,-3.0016468579779447,-0.1064455673039267,-3.041246969059765
0.03813471479163605,-3.001948086480441,-0.11472739993020427,-3.0395122523461233
0.04085862299103862,-3.0022718668714132,-0.12300382078801392,-3.0372806002850976
0.0435825311904412,-3.002618182619366,-0.13127353490014096,-3.034595092666098
0.04630643938984377,-3.0029870138254453,-0.13953536487529994,-3.0314989780342616
0.04903034758924635,-3.0033783375443006,-0.14778825130320264,-3.0280356260981884
0.05175425578864892,-3.0037921281058457,-0.15603125301862422,-3.024248479100564
0.0544781639880515,-3.004228357437554,-0.1642635472313976,-3.0201810019869164
0.05720207218745407,-3.004686995386921,-0.17248442951887447,-3.0158766312251255
0.05992598038685665,-3.005168010043721,-0.18069331367698438,-3.011378722150864
0.06264988858625922,-3.005671368061651,-0.188889731425753,-3.0067304947401414
0.0653737967856618,-3.0061970349789764,-0.19707333196487703,-3.001974977740541
0.06809770498506437,-3.006744975537755,-0.2052438813748496,-2.9971549511255224
0.07082161318446695,-3.0073151540012155,-0.21340126185903538,-2.992312886871817
0.07354552138386952,-3.0079075344688446,-0.2215454708221935,-2.9874908880958695
0.0762694295832721,-3.008522081188741,-0.22967661978104792,-2.9827306266214295
0.07899333778267467,-3.009158758866772,-0.23779493310278255,-2.978073279083839
0.08171724598207725,-3.0098175329720407,-0.24590074656764468,-2.9735594617064836
0.08444115418147982,-3.0104983700382144,-0.2539945057522582,-2.9692291639078032
0.0871650623808824,-3.0112012379601856,-0.2620767642306876,-2.965121680912146
0.08988897058028497,-3.011926106285588,-0.2701481815907867,-2.961275545540421
0.09261287877968755,-3.0126729465006594,-0.27820952126382215,-2.9577284593456974
0.09533678697909012,-3.013441732309924,-0.2862616481657877,-2.9545172232302237
0.0980606951784927,-3.014232439909208,-0.29430552614912003,-2.9516776676324885
0.10078460337789527,-3.0150450482514417,-0.3023422152637022,-2.9492445823015534
0.10350851157729785,-3.0158795393047466,-0.3103728688259335,-2.947251645580154
0.10623241977670042,-3.016735898302273,-0.3183987302942971,-2.945731352994051
0.108956327976103,-3.01761411398326,-0.3264211299490761,-2.9447149447929575
0.11168023617550557,-3.018514178824786,-0.3344414813726901,-2.944232331905428
0.11440414437490815,-3.0194360892636456,-0.3424612777253473,-2.944312019557627
0.11712805257431072,-3.0203798459078057,-0.3504820878083695,-2.9449810275636294
0.1198519607737133,-3.0213454537368265,-0.35850555190445743,-2.9462648060255803
0.12257586897311587,-3.0223329222906425,-0.3665333773803512,-2.9481871448886983
0.12529977717251845,-3.0233422658460087,-0.3745673340326753,-2.9507700754832977
0.12802368537192102,-3.024373503579904,-0.382609249152225,-2.9540337618609107
0.1307475935713236,-3.0254266597190673,-0.39066100227554024,-2.957996379401343
0.13347150177072617,-3.026501763674764,-0.3987245195852802,-2.9626739778432696
0.13619540997012874,-3.0275988501617768,-0.4068017679127474,-2.9680803255836454
0.13891931816953132,-3.0287179593004527,-0.4148947482869176,-2.9742267318157
0.1416432263689339,-3.0298591367004866,-0.42300548896467954,-2.9811218428465005
0.14436713456833647,-3.0310224335249325,-0.43113603786676846,-2.9887714087717825
0.14709104276773904,-3.0322079065326975,-0.4392884543333481,-2.997178016606566
0.14981495096714162,-3.0334156180975533,-0.44746480010256584,-3.0063407859972133
0.1525388591665442,-3.0346456362013896,-0.4556671294050476,-3.0162550237956056
0.15526276736594677,-3.0358980343991524,-0.4638974780575357,-3.0269118340838754
0.15798667556534934,-3.0371728917525624,-0.47215785143020317,-3.0382976807215925
0.16071058376475192,-3.0384702927293903,-0.48045021115508746,-3.0503939001721445
0.1634344919641545,-3.039790327064638,-0.4887764604381516,-3.063176163273666
0.16615840016355707,-3.0411330895796636,-0.4971384278353741,-3.0766138857754948
0.16888230836295964,-3.042498679954863,-0.5055378493546423,-3.0906695888821134
0.17160621656236222,-3.043887202451156,-0.5139763487508643,-3.1052982127496005
0.1743301247617648,-3.045298765575218,-0.5224554158923951,-3.1204463878735247
0.17705403296116737,-3.0467334816830123,-0.5309763830933586,-3.1360516715960136
0.17977794116056994,-3.0481914665160055,-0.5395403993295946,-3.1520417595359858
0.18250184935997252,-3.0496728386641934,-0.5481484022864788,-3.1683336845931374
0.1852257575593751,-3.051177718950017,-0.5568010882254706,-3.184833019260981
0.18794966575877767,-3.0527062297272662,-0.5654988797035395,-3.2014331002596985
0.19067357395818024,-3.054258494089212,-0.574241891236002,-3.218014297898669
0.19339748215758282,-3.0558346349805916,-0.5830298930590361,-3.234443356015001
0.1961213903569854,-3.0574347742085406,-0.5918622732231543,-3.2505728316978026
0.19884529855638797,-3.0590590313483457,-0.6007379983328403,-3.266240667166326
0.20156920675579054,-3.0607075225408718,-0.6096555733396339,-3.2812699289669114
0.20429311495519312,-3.062380359179733,-0.6186130008949635,-3.295468751911525
0.2070170231545957,-3.0640776464878323,-0.6276077408732094,-3.3086305267026446
0.20974093135399827,-3.065799481984672,-0.636636670782599,-3.3205343707658206
0.21246483955340084,-3.0675459538479766,-0.6456960478886744,-3.3309459212252213
0.21518874775280342,-3.0693171391754954,-0.654781473978791,-3.339618486996928
0.217912655952206,-3.0711131021555973,-0.6638878637923965,-3.346294593441036
0.22063656415160857,-3.072933892158104,-0.6730094182261406,-3.3507079477404726
0.22336047235101114,-3.07477954175997,-0.6821396034903336,-3.352585846038939
0.22608438055041372,-3.0766500647236805,-0.691271137438634,-3.351652034314047
